100004,1,33563
100005,1,117665
100006,1,82340
100007,1,95765
100008,1,77416
100009,1,52618
100010,1,83987
100011,1,103874
100012,1,101540
100013,1,79945
100014,1,115641
100015,1,67116
100016,1,84827
100017,1,80801
100018,1,96446
100019,1,120587
100020,1,91064
100021,1,81633
100022,1,71230
100023,2,113189
100024,2,114388
100025,2,112697
100026,2,114369
100027,2,114814
100028,2,113819
100029,2,113862
100030,2,112573
100031,2,112585
100032,2,112384
100033,2,112462
100034,2,112740
100035,2,112864
100036,2,113071
100037,2,113957
100038,2,113986
100039,2,114898
100040,2,112679
100041,2,109445
100042,2,109635
100043,2,109707
100044,2,110066
100045,2,110148
100046,2,110367
100047,2,103994
100048,2,110322
100049,2,110428
100050,2,109836
100051,2,114069
100052,2,110912
100053,2,110932
100054,2,111112
100055,2,111070
100056,2,111149
100057,2,114924
100058,2,109444
100059,2,109446
100060,2,109830
100061,2,109831
100062,2,110357
100063,2,110475
100064,2,110622
100065,2,110771
100066,2,110950
100067,2,111257
100068,2,111742
100069,2,110027
100070,2,106220
100071,2,106918
100072,2,106977
100073,2,112966
100074,2,107206
100075,2,107290
100076,2,107362
100077,2,107616
100078,2,107614
100079,2,107818
100080,2,107822
100081,2,107943
100082,2,108052
100083,2,111201
100084,2,108160
100085,2,111418
100086,2,107688
100087,2,108333
100088,2,112572
100089,2,99785
100090,2,99653
100091,2,103639
100092,2,103064
100093,2,99348
100094,2,96895
100095,2,102926
100096,2,65421
100097,2,116683
100098,2,118114
100099,3,113419
100100,3,112573
100101,3,110005
100102,3,110443
100103,3,110912
100104,3,111161
100105,3,109813
100106,3,109830
100107,3,111257
100108,3,108052
100109,3,103639
100110,3,96895
100111,3,102926
100112,3,101414
100113,3,117998
100114,3,117951
100115,3,115736
100116,3,93779
100117,3,86190
100118,3,67185
100119,3,101921
100120,3,96487
100121,3,119654
100122,3,120338
100123,3,120669
100124,3,120815
100125,3,147612
100126,3,98084
100127,3,142342
100128,3,162677
100129,3,87332
100130,3,167404
100131,3,164181
100132,3,169547
100133,3,137523
100134,3,104187
100135,3,186151
100136,3,180093
100137,3,145487
100138,3,310793
100139,3,266543
100140,3,167260
100141,3,338013
100142,3,361596
100143,3,316654
100144,3,250440
100145,3,434409
100146,3,418689
100147,3,498380
100148,3,468569
100149,3,1487275
100150,4,113189
100151,4,112431
100152,4,113326
100153,4,115685
100154,4,112462
100155,4,113492
100156,4,113957
100157,4,76759
100158,4,110737
